Timestamp,Arbitration_id,dlc,data
1757983755.0542653,0x1803280a,4,00000000
1757983755.1930265,0x3080a,4,00000000
1757983755.1931083,0x18820810,1,01
1757983755.4578698,0x18820810,1,03
1757983755.4579546,0x18820810,5,020a016f09
1757983755.4580662,0x18820810,3,070101
1757983755.4582074,0x18820810,8,102045204f464620
1757983755.4583154,0x18820810,4,00202000
1757983755.4584315,0x18820810,5,0200007a20
1757983755.45855,0x18820810,5,02010c3b09
1757983755.458631,0x18820810,3,070101
1757983755.4588118,0x18820810,8,10506d702020302e
1757983755.4589229,0x18820810,4,00302500
1757983755.4590387,0x18820810,5,0200007a20
1757983755.4591515,0x18820810,5,023e0c3b09
1757983755.4592319,0x18820810,3,070101
1757983755.4593916,0x18820810,8,1074202020302e30
1757983755.4595032,0x18820810,4,00f84300
1757983755.459616,0x18820810,5,0200007a20
1757983755.4597323,0x18820810,5,0201163b09
1757983755.459812,0x18820810,3,070101
1757983755.459923,0x18820810,2,0d00
1757983755.4600642,0x18820810,8,1020506b20202020
1757983755.4601772,0x18820810,5,0020312000
1757983755.460258,0x18820810,2,0d01
1757983755.4603932,0x18820810,6,0a00003b0001
1757983755.4605234,0x18820810,6,0a0000000901
1757983755.4606414,0x18820810,5,0200007a20
1757983755.4607627,0x18820810,6,130900710b01
1757983755.4608831,0x18820810,6,13000b3d0b01
1757983755.4610019,0x18820810,6,133d0b3d0b01
1757983755.4610832,0x18820810,1,12
1757983755.4611652,0x18820810,2,1100
1757983755.962139,0x18820810,1,12
1757983756.465911,0x18820810,1,12
1757983756.9696622,0x18820810,1,12
1757983757.4734232,0x18820810,1,12
1757983757.9771736,0x18820810,1,12
1757983758.4809318,0x18820810,1,12
1757983758.9846802,0x18820810,1,12
1757983759.4884405,0x18820810,1,12
1757983759.9921918,0x18820810,1,12
1757983760.021853,0x19000410,3,121fff
1757983760.0495899,0x18820810,5,020a016f09
1757983760.0496814,0x18820810,3,070101
1757983760.049816,0x18820810,8,102045204f464620
1757983760.0499082,0x18820810,4,00202000
1757983760.0500402,0x18820810,5,0200007a20
1757983760.0501697,0x18820810,5,02010c3b09
1757983760.0502598,0x18820810,3,070101
1757983760.0503495,0x19000410,3,021fff
1757983760.0504963,0x18820810,8,10506d702020302e
1757983760.050585,0x18820810,4,00302500
1757983760.0507238,0x18820810,5,0200007a20
1757983760.0508559,0x18820810,5,023e0c3b09
1757983760.050946,0x18820810,3,070101
1757983760.0510852,0x18820810,8,1074202020302e30
1757983760.051176,0x18820810,4,00f84300
1757983760.051306,0x18820810,5,0200007a20
1757983760.0513976,0x18820810,5,0201163b09
1757983760.051521,0x18820810,3,070101
1757983760.051611,0x18820810,2,0d00
1757983760.0517454,0x18820810,8,1020506b20202020
1757983760.0518737,0x18820810,5,0020312000
1757983760.051966,0x18820810,2,0d01
1757983760.05206,0x18820810,6,0a00003b0001
1757983760.052211,0x18820810,6,0a0000000901
1757983760.0523365,0x18820810,5,0200007a20
1757983760.0524285,0x18820810,3,070202
1757983760.0525174,0x18820810,3,101e00
1757983760.0526068,0x19000410,3,101fff
1757983760.0527315,0x19000410,3,071fff
1757983760.0533519,0x19000410,3,101fff
1757983760.0534415,0x19000410,3,021fff
1757983760.0535328,0x19000410,3,071fff
1757983760.0536609,0x19000410,3,021fff
1757983760.056029,0x19000410,3,101fff
1757983760.0567849,0x19000410,3,101fff
1757983760.0568733,0x19000410,3,021fff
1757983760.056962,0x19000410,3,071fff
1757983760.0570843,0x19000410,3,021fff
1757983760.0594513,0x19000410,3,101fff
1757983760.060205,0x19000410,3,101fff
1757983760.060293,0x19000410,3,021fff
1757983760.06039,0x19000410,3,071fff
1757983760.060482,0x19000410,3,0d1fff
1757983760.060605,0x19000410,3,021fff
1757983760.0629613,0x19000410,3,101fff
1757983760.063985,0x19000410,3,101fff
1757983760.0640748,0x19000410,3,0d1fff
1757983760.0655894,0x19000410,3,0a1fff
1757983760.0658722,0x19000410,3,0a1fff
1757983760.0659666,0x19000410,3,021fff
1757983760.0660577,0x19000410,3,071fff
1757983760.0663712,0x19000410,3,101fff
1757983760.2584696,0x18820810,5,020a016f09
1757983760.258563,0x18820810,3,070101
1757983760.2586951,0x18820810,8,102045204f464620
1757983760.2587886,0x18820810,4,00202000
1757983760.2589188,0x18820810,5,0200007a20
1757983760.2590468,0x18820810,5,02010c3b09
1757983760.2591393,0x18820810,3,070101
1757983760.2592313,0x19000410,3,021fff
1757983760.2593741,0x18820810,8,10506d702020302e
1757983760.2594643,0x18820810,4,00302500
1757983760.2595947,0x18820810,5,0200007a20
1757983760.259721,0x18820810,5,023e0c3b09
1757983760.2598145,0x18820810,3,070101
1757983760.2599518,0x18820810,8,1074202020302e30
1757983760.260046,0x18820810,4,00f84300
1757983760.2601798,0x18820810,5,0200007a20
1757983760.2602704,0x18820810,5,0201163b09
1757983760.2603927,0x18820810,3,070101
1757983760.2604854,0x18820810,2,0d00
1757983760.260624,0x18820810,8,1020506b20202020
1757983760.2607508,0x18820810,5,0020312000
1757983760.2608397,0x18820810,2,0d01
1757983760.260965,0x18820810,6,0a00003b0001
1757983760.2610867,0x18820810,6,0a0000000901
1757983760.2611773,0x18820810,5,0200007a20
1757983760.2612982,0x18820810,3,070202
1757983760.2613893,0x18820810,3,101e00
1757983760.261478,0x19000410,3,071fff
1757983760.2616022,0x19000410,3,101fff
1757983760.2623384,0x19000410,3,101fff
1757983760.2624273,0x19000410,3,021fff
1757983760.262517,0x19000410,3,071fff
1757983760.2626448,0x19000410,3,021fff
1757983760.26501,0x19000410,3,101fff
1757983760.2657654,0x19000410,3,101fff
1757983760.2658536,0x19000410,3,021fff
1757983760.2659414,0x19000410,3,071fff
1757983760.2660677,0x19000410,3,021fff
1757983760.2684329,0x19000410,3,101fff
1757983760.2691882,0x19000410,3,101fff
1757983760.2692766,0x19000410,3,021fff
1757983760.2693665,0x19000410,3,071fff
1757983760.2694607,0x19000410,3,0d1fff
1757983760.2695873,0x19000410,3,021fff
1757983760.2719407,0x19000410,3,101fff
1757983760.2729654,0x19000410,3,101fff
1757983760.273054,0x19000410,3,0d1fff
1757983760.2745695,0x19000410,3,0a1fff
1757983760.274851,0x19000410,3,0a1fff
1757983760.274939,0x19000410,3,021fff
1757983760.2750278,0x19000410,3,071fff
1757983760.2753513,0x19000410,3,101fff
1757983760.4673426,0x18820810,5,020a016f09
1757983760.4674366,0x18820810,3,070101
1757983760.4675634,0x18820810,8,102045204f464620
1757983760.4676576,0x18820810,4,00202000
1757983760.4677885,0x18820810,5,0200007a20
1757983760.4679093,0x18820810,5,02010c3b09
1757983760.4679973,0x18820810,3,070101
1757983760.4680872,0x19000410,3,021fff
1757983760.468246,0x18820810,8,10506d702020302e
1757983760.4683356,0x18820810,4,00302500
1757983760.4684696,0x18820810,5,0200007a20
1757983760.4685931,0x18820810,5,023e0c3b09
1757983760.4686828,0x18820810,3,070101
1757983760.4688237,0x18820810,8,1074202020302e30
1757983760.4689128,0x18820810,4,00f84300
1757983760.4690502,0x18820810,5,0200007a20
1757983760.4691699,0x18820810,5,0201163b09
1757983760.4692574,0x18820810,3,070101
1757983760.469346,0x18820810,2,0d00
1757983760.469491,0x18820810,8,1020506b20202020
1757983760.4696188,0x18820810,5,0020312000
1757983760.4697094,0x18820810,2,0d01
1757983760.4698296,0x18820810,6,0a00003b0001
1757983760.4699557,0x18820810,6,0a0000000901
1757983760.4700766,0x18820810,5,0200007a20
1757983760.4701645,0x18820810,3,070202
1757983760.470252,0x18820810,3,101e00
1757983760.470373,0x19000410,3,071fff
1757983760.4704616,0x19000410,3,101fff
1757983760.471198,0x19000410,3,101fff
1757983760.4712846,0x19000410,3,021fff
1757983760.4714055,0x19000410,3,071fff
1757983760.4714987,0x19000410,3,021fff
1757983760.4738753,0x19000410,3,101fff
1757983760.4746325,0x19000410,3,101fff
1757983760.47472,0x19000410,3,021fff
1757983760.474806,0x19000410,3,071fff
1757983760.474931,0x19000410,3,021fff
1757983760.477298,0x19000410,3,101fff
1757983760.4780533,0x19000410,3,101fff
1757983760.4781408,0x19000410,3,021fff
1757983760.4782312,0x19000410,3,071fff
1757983760.4783554,0x19000410,3,0d1fff
1757983760.4784458,0x19000410,3,021fff
1757983760.4808059,0x19000410,3,101fff
1757983760.4818294,0x19000410,3,101fff
1757983760.4819171,0x19000410,3,0d1fff
1757983760.4834306,0x19000410,3,0a1fff
1757983760.4837143,0x19000410,3,0a1fff
1757983760.4838011,0x19000410,3,021fff
1757983760.4839208,0x19000410,3,071fff
1757983760.4842153,0x19000410,3,101fff
1757983760.528698,0x18820810,1,12
1757983760.5289774,0x19000410,3,121fff
1757983760.676213,0x18820810,5,020a016f09
1757983760.6763039,0x18820810,3,070101
1757983760.676439,0x18820810,8,102045204f464620
1757983760.6765273,0x18820810,4,00202000
1757983760.6766627,0x18820810,5,0200007a20
1757983760.6767857,0x18820810,5,02010c3b09
1757983760.676872,0x18820810,3,070101
1757983760.6769607,0x19000410,3,021fff
1757983760.6771197,0x18820810,8,10506d702020302e
1757983760.6772096,0x18820810,4,00302500
1757983760.6773448,0x18820810,5,0200007a20
1757983760.677467,0x18820810,5,023e0c3b09
1757983760.6775544,0x18820810,3,070101
1757983760.6777012,0x18820810,8,1074202020302e30
1757983760.677792,0x18820810,4,00f84300
1757983760.677923,0x18820810,5,0200007a20
1757983760.678045,0x18820810,5,0201163b09
1757983760.6781325,0x18820810,3,070101
1757983760.6782212,0x18820810,2,0d00
1757983760.678368,0x18820810,8,1020506b20202020
1757983760.6784992,0x18820810,5,0020312000
1757983760.6785893,0x18820810,2,0d01
1757983760.6787097,0x18820810,6,0a00003b0001
1757983760.6788306,0x18820810,6,0a0000000901
1757983760.678952,0x18820810,5,0200007a20
1757983760.6790416,0x18820810,3,070202
1757983760.6791365,0x18820810,3,101e00
1757983760.6792233,0x19000410,3,071fff
1757983760.679344,0x19000410,3,101fff
1757983760.6800425,0x19000410,3,101fff
1757983760.6801305,0x19000410,3,021fff
1757983760.6802528,0x19000410,3,071fff
1757983760.680339,0x19000410,3,021fff
1757983760.6827178,0x19000410,3,101fff
1757983760.6834753,0x19000410,3,101fff
1757983760.6835623,0x19000410,3,021fff
1757983760.6836498,0x19000410,3,071fff
1757983760.683774,0x19000410,3,021fff
1757983760.6861403,0x19000410,3,101fff
1757983760.6868975,0x19000410,3,101fff
1757983760.686985,0x19000410,3,021fff
1757983760.6870723,0x19000410,3,071fff
1757983760.687199,0x19000410,3,0d1fff
1757983760.6872861,0x19000410,3,021fff
1757983760.689648,0x19000410,3,101fff
1757983760.690673,0x19000410,3,101fff
1757983760.6907609,0x19000410,3,0d1fff
1757983760.6922743,0x19000410,3,0a1fff
1757983760.6925588,0x19000410,3,0a1fff
1757983760.6926453,0x19000410,3,021fff
1757983760.6927652,0x19000410,3,071fff
1757983760.693064,0x19000410,3,101fff
1757983760.8850858,0x18820810,5,020a016f09
1757983760.8851767,0x18820810,3,070101
1757983760.8853128,0x18820810,8,102045204f464620
1757983760.8854005,0x18820810,4,00202000
1757983760.8855393,0x18820810,5,0200007a20
1757983760.8856602,0x18820810,5,02010c3b09
1757983760.8857484,0x18820810,3,070101
1757983760.8858347,0x19000410,3,021fff
1757983760.8859916,0x18820810,8,10506d702020302e
1757983760.8860784,0x18820810,4,00302500
1757983760.8862157,0x18820810,5,0200007a20
1757983760.8863378,0x18820810,5,023e0c3b09
1757983760.886424,0x18820810,3,070101
1757983760.886571,0x18820810,8,1074202020302e30
1757983760.88666,0x18820810,4,00f84300
1757983760.8867967,0x18820810,5,0200007a20
