Timestamp,Arbitration_id,dlc,data
1757712216.0958338,0x18820810,5,020a016f09
1757712216.0959187,0x18820810,3,070101
1757712216.096058,0x18820810,8,102045204f464620
1757712216.0961778,0x18820810,4,00202000
1757712216.0962906,0x18820810,5,0200007a20
1757712216.096405,0x18820810,5,02010c3b09
1757712216.0964866,0x18820810,3,070101
1757712216.0965993,0x19000410,3,021fff
1757712216.0967376,0x18820810,8,10506d702020302e
1757712216.0968497,0x18820810,4,00302500
1757712216.0969625,0x18820810,5,0200007a20
1757712216.0970736,0x18820810,5,023e0c3b09
1757712216.097165,0x18820810,3,070101
1757712216.0973165,0x18820810,8,1074202020302e30
1757712216.0974257,0x18820810,4,00f84300
1757712216.0975401,0x18820810,5,0200007a20
1757712216.0976524,0x18820810,5,0201163b09
1757712216.0977361,0x18820810,3,070101
1757712216.0978491,0x18820810,2,0d00
1757712216.0979867,0x18820810,8,1020506b20202020
1757712216.0981016,0x18820810,5,0020312000
1757712216.098185,0x18820810,2,0d01
1757712216.0983174,0x18820810,6,0a00003b0001
1757712216.0984473,0x18820810,6,0a0000000901
1757712216.0985632,0x18820810,5,0200007a20
1757712216.0986433,0x18820810,3,070202
1757712216.0987608,0x18820810,3,101e00
1757712216.0988743,0x19000410,3,071fff
1757712216.0989592,0x19000410,3,101fff
1757712216.0996919,0x19000410,3,101fff
1757712216.0997734,0x19000410,3,021fff
1757712216.0998876,0x19000410,3,071fff
1757712216.0999708,0x19000410,3,021fff
1757712216.1023602,0x19000410,3,101fff
1757712216.1031194,0x19000410,3,101fff
1757712216.1031995,0x19000410,3,021fff
1757712216.1033134,0x19000410,3,071fff
1757712216.103395,0x19000410,3,021fff
1757712216.1057842,0x19000410,3,101fff
1757712216.1065402,0x19000410,3,101fff
1757712216.1066217,0x19000410,3,021fff
1757712216.1067333,0x19000410,3,071fff
1757712216.1068163,0x19000410,3,0d1fff
1757712216.1069303,0x19000410,3,021fff
1757712216.1093004,0x19000410,3,101fff
1757712216.1103168,0x19000410,3,101fff
1757712216.1103983,0x19000410,3,0d1fff
1757712216.111922,0x19000410,3,0a1fff
1757712216.1122115,0x19000410,3,0a1fff
1757712216.1122916,0x19000410,3,021fff
1757712216.1124077,0x19000410,3,071fff
1757712216.1127117,0x19000410,3,101fff
1757712216.214534,0x18820810,1,12
1757712216.2147489,0x19000410,3,121fff
1757712216.3046997,0x18820810,5,020a016f09
1757712216.3047814,0x18820810,3,070101
1757712216.3049288,0x18820810,8,102045204f464620
1757712216.3050413,0x18820810,4,00202000
1757712216.305155,0x18820810,5,0200007a20
1757712216.3052719,0x18820810,5,02010c3b09
1757712216.3053536,0x18820810,3,070101
1757712216.305468,0x19000410,3,021fff
1757712216.305608,0x18820810,8,10506d702020302e
1757712216.3057203,0x18820810,4,00302500
1757712216.3058355,0x18820810,5,0200007a20
1757712216.305947,0x18820810,5,023e0c3b09
1757712216.3060274,0x18820810,3,070101
1757712216.3061876,0x18820810,8,1074202020302e30
1757712216.3062987,0x18820810,4,00f84300
1757712216.306414,0x18820810,5,0200007a20
1757712216.3065283,0x18820810,5,0201163b09
1757712216.3066094,0x18820810,3,070101
1757712216.3067186,0x18820810,2,0d00
1757712216.306861,0x18820810,8,1020506b20202020
1757712216.306975,0x18820810,5,0020312000
1757712216.3070579,0x18820810,2,0d01
1757712216.3071914,0x18820810,6,0a00003b0001
1757712216.3073192,0x18820810,6,0a0000000901
1757712216.3074365,0x18820810,5,0200007a20
1757712216.3075461,0x18820810,3,070202
1757712216.307626,0x18820810,3,101e00
1757712216.3077414,0x19000410,3,071fff
1757712216.3078249,0x19000410,3,101fff
1757712216.3085496,0x19000410,3,101fff
1757712216.3086307,0x19000410,3,021fff
1757712216.3087447,0x19000410,3,071fff
1757712216.3088276,0x19000410,3,021fff
1757712216.3112185,0x19000410,3,101fff
1757712216.3119695,0x19000410,3,101fff
1757712216.312079,0x19000410,3,021fff
1757712216.3121612,0x19000410,3,071fff
1757712216.312273,0x19000410,3,021fff
1757712216.3146405,0x19000410,3,101fff
1757712216.315397,0x19000410,3,101fff
1757712216.3154817,0x19000410,3,021fff
1757712216.3155968,0x19000410,3,071fff
1757712216.3156784,0x19000410,3,0d1fff
1757712216.3157895,0x19000410,3,021fff
1757712216.3181522,0x19000410,3,101fff
1757712216.3191726,0x19000410,3,101fff
1757712216.3192558,0x19000410,3,0d1fff
1757712216.320777,0x19000410,3,0a1fff
1757712216.3210669,0x19000410,3,0a1fff
1757712216.3211482,0x19000410,3,021fff
1757712216.321264,0x19000410,3,071fff
1757712216.3215652,0x19000410,3,101fff
1757712216.5135834,0x18820810,5,020a016f09
1757712216.5136704,0x18820810,3,070101
1757712216.513812,0x18820810,8,102045204f464620
1757712216.5139263,0x18820810,4,00202000
1757712216.5140367,0x18820810,5,0200007a20
1757712216.5141494,0x18820810,5,02010c3b09
1757712216.51423,0x18820810,3,070101
1757712216.5143445,0x19000410,3,021fff
1757712216.5144846,0x18820810,8,10506d702020302e
1757712216.5145926,0x18820810,4,00302500
1757712216.5147104,0x18820810,5,0200007a20
1757712216.5148275,0x18820810,5,023e0c3b09
1757712216.5149117,0x18820810,3,070101
1757712216.5150244,0x19000410,3,071fff
1757712216.5151646,0x18820810,8,1074202020302e30
1757712216.5152776,0x18820810,4,00f84300
1757712216.5153902,0x18820810,5,0200007a20
1757712216.515505,0x18820810,5,0201163b09
1757712216.5155852,0x18820810,3,070101
1757712216.5157022,0x18820810,2,0d00
1757712216.5158346,0x18820810,8,1020506b20202020
1757712216.5159526,0x18820810,5,0020312000
1757712216.5160325,0x18820810,2,0d01
1757712216.5161672,0x18820810,6,0a00003b0001
1757712216.516297,0x18820810,6,0a0000000901
1757712216.5164135,0x18820810,5,0200007a20
1757712216.5164936,0x18820810,3,070202
1757712216.5166104,0x18820810,3,101e00
1757712216.516722,0x19000410,3,101fff
1757712216.5174327,0x19000410,3,101fff
1757712216.517514,0x19000410,3,021fff
1757712216.5176291,0x19000410,3,071fff
1757712216.5177097,0x19000410,3,021fff
1757712216.5200996,0x19000410,3,101fff
1757712216.520855,0x19000410,3,101fff
1757712216.5209343,0x19000410,3,021fff
1757712216.521051,0x19000410,3,071fff
1757712216.5211322,0x19000410,3,021fff
1757712216.523521,0x19000410,3,101fff
1757712216.524277,0x19000410,3,101fff
1757712216.5243566,0x19000410,3,021fff
1757712216.5244718,0x19000410,3,071fff
1757712216.5245535,0x19000410,3,0d1fff
1757712216.524667,0x19000410,3,021fff
1757712216.5270329,0x19000410,3,101fff
1757712216.5280526,0x19000410,3,101fff
1757712216.5281372,0x19000410,3,0d1fff
1757712216.5296617,0x19000410,3,0a1fff
1757712216.5299487,0x19000410,3,0a1fff
1757712216.53003,0x19000410,3,021fff
1757712216.5301456,0x19000410,3,071fff
1757712216.5304484,0x19000410,3,101fff
1757712216.7223833,0x18820810,1,12
1757712216.7224948,0x18820810,5,020a016f09
1757712216.722576,0x18820810,3,070101
1757712216.7227268,0x18820810,8,102045204f464620
1757712216.7228398,0x18820810,4,00202000
1757712216.7229567,0x18820810,5,0200007a20
1757712216.723069,0x18820810,5,02010c3b09
1757712216.7231488,0x18820810,3,070101
1757712216.7232642,0x19000410,3,121fff
1757712216.7234066,0x18820810,8,10506d702020302e
1757712216.7235184,0x18820810,4,00302500
1757712216.7236304,0x18820810,5,0200007a20
1757712216.7237442,0x18820810,5,023e0c3b09
1757712216.723855,0x18820810,3,070101
1757712216.7239892,0x18820810,8,1074202020302e30
1757712216.724101,0x18820810,4,00f84300
1757712216.724213,0x18820810,5,0200007a20
1757712216.7243268,0x18820810,5,0201163b09
1757712216.7244067,0x18820810,3,070101
1757712216.7245202,0x18820810,2,0d00
1757712216.724656,0x18820810,8,1020506b20202020
1757712216.7247717,0x18820810,5,0020312000
1757712216.7248518,0x18820810,2,0d01
1757712216.7249887,0x18820810,6,0a00003b0001
1757712216.7251186,0x18820810,6,0a0000000901
1757712216.7252338,0x18820810,5,0200007a20
1757712216.7253172,0x18820810,3,070202
1757712216.7254303,0x18820810,3,101e00
1757712216.725542,0x19000410,3,101fff
1757712216.725624,0x19000410,3,021fff
1757712216.7257366,0x19000410,3,071fff
1757712216.7262714,0x19000410,3,101fff
1757712216.7263544,0x19000410,3,021fff
1757712216.7264643,0x19000410,3,071fff
1757712216.7265775,0x19000410,3,021fff
1757712216.728934,0x19000410,3,101fff
1757712216.729692,0x19000410,3,101fff
1757712216.729775,0x19000410,3,021fff
1757712216.729886,0x19000410,3,071fff
1757712216.729998,0x19000410,3,021fff
1757712216.7323582,0x19000410,3,101fff
1757712216.7331145,0x19000410,3,101fff
1757712216.7331944,0x19000410,3,021fff
1757712216.7333088,0x19000410,3,071fff
1757712216.7333925,0x19000410,3,0d1fff
1757712216.733505,0x19000410,3,021fff
1757712216.7358727,0x19000410,3,101fff
1757712216.736893,0x19000410,3,101fff
1757712216.7369761,0x19000410,3,0d1fff
1757712216.738498,0x19000410,3,0a1fff
1757712216.7387857,0x19000410,3,0a1fff
1757712216.7388694,0x19000410,3,021fff
1757712216.7389796,0x19000410,3,071fff
1757712216.7392864,0x19000410,3,101fff
1757712216.9313195,0x18820810,5,020a016f09
1757712216.9314017,0x18820810,3,070101
1757712216.931552,0x18820810,8,102045204f464620
1757712216.9316645,0x18820810,4,00202000
1757712216.931777,0x18820810,5,0200007a20
1757712216.9318917,0x18820810,5,02010c3b09
1757712216.9320016,0x18820810,3,070101
1757712216.9320817,0x19000410,3,021fff
1757712216.9322305,0x18820810,8,10506d702020302e
1757712216.9323425,0x18820810,4,00302500
1757712216.932458,0x18820810,5,0200007a20
1757712216.932572,0x18820810,5,023e0c3b09
1757712216.9326527,0x18820810,3,070101
1757712216.9328144,0x18820810,8,1074202020302e30
1757712216.9329271,0x18820810,4,00f84300
1757712216.9330406,0x18820810,5,0200007a20
1757712216.9331548,0x18820810,5,0201163b09
1757712216.9332356,0x18820810,3,070101
1757712216.9333484,0x18820810,2,0d00
1757712216.9334817,0x18820810,8,1020506b20202020
1757712216.9335988,0x18820810,5,0020312000
1757712216.9336853,0x18820810,2,0d01
1757712216.933813,0x18820810,6,0a00003b0001
1757712216.9339433,0x18820810,6,0a0000000901
1757712216.934059,0x18820810,5,0200007a20
1757712216.9341428,0x18820810,3,070202
1757712216.934259,0x18820810,3,101e00
1757712216.9343433,0x19000410,3,071fff
1757712216.9344547,0x19000410,3,101fff
1757712216.9351494,0x19000410,3,101fff
1757712216.9352303,0x19000410,3,021fff
1757712216.9353473,0x19000410,3,071fff
1757712216.9354308,0x19000410,3,021fff
1757712216.937819,0x19000410,3,101fff
1757712216.9385748,0x19000410,3,101fff
1757712216.938655,0x19000410,3,021fff
1757712216.9387703,0x19000410,3,071fff
1757712216.9388518,0x19000410,3,021fff
1757712216.9412413,0x19000410,3,101fff
1757712216.9419973,0x19000410,3,101fff
1757712216.942078,0x19000410,3,021fff
1757712216.942193,0x19000410,3,071fff
1757712216.9422746,0x19000410,3,0d1fff
1757712216.942387,0x19000410,3,021fff
1757712216.9447532,0x19000410,3,101fff
1757712216.9457724,0x19000410,3,101fff
1757712216.9458528,0x19000410,3,0d1fff
1757712216.9473786,0x19000410,3,0a1fff
1757712216.947668,0x19000410,3,0a1fff
1757712216.9477487,0x19000410,3,021fff
1757712216.9478645,0x19000410,3,071fff
1757712216.9481688,0x19000410,3,101fff
1757712217.1401987,0x18820810,5,020a016f09
1757712217.1402807,0x18820810,3,070101
1757712217.1404257,0x18820810,8,102045204f464620
1757712217.140538,0x18820810,4,00202000
1757712217.1406538,0x18820810,5,0200007a20
1757712217.1407688,0x18820810,5,02010c3b09
1757712217.14085,0x18820810,3,070101
1757712217.140966,0x19000410,3,021fff
1757712217.141107,0x18820810,8,10506d702020302e
1757712217.1412191,0x18820810,4,00302500
1757712217.1413374,0x18820810,5,0200007a20
1757712217.1414485,0x18820810,5,023e0c3b09
1757712217.1415327,0x18820810,3,070101
1757712217.141684,0x18820810,8,1074202020302e30
1757712217.1417968,0x18820810,4,00f84300
1757712217.1419106,0x18820810,5,0200007a20
1757712217.1420245,0x18820810,5,0201163b09
1757712217.1421056,0x18820810,3,070101
1757712217.1422184,0x18820810,2,0d00
1757712217.1423557,0x18820810,8,1020506b20202020
1757712217.1424701,0x18820810,5,0020312000
1757712217.14255,0x18820810,2,0d01
1757712217.1426868,0x18820810,6,0a00003b0001
1757712217.1428165,0x18820810,6,0a0000000901
1757712217.1429317,0x18820810,5,0200007a20
1757712217.143042,0x18820810,3,070202
1757712217.1431248,0x18820810,3,101e00
1757712217.1432347,0x19000410,3,101fff
1757712217.143315,0x19000410,3,071fff
1757712217.1439326,0x19000410,3,101fff
1757712217.1440127,0x19000410,3,021fff
1757712217.1441283,0x19000410,3,071fff
1757712217.1442084,0x19000410,3,021fff
1757712217.1465986,0x19000410,3,101fff
1757712217.1473587,0x19000410,3,101fff
1757712217.1474423,0x19000410,3,021fff
1757712217.1475537,0x19000410,3,071fff
1757712217.1476333,0x19000410,3,021fff
1757712217.1500216,0x19000410,3,101fff
1757712217.1507802,0x19000410,3,101fff
1757712217.1508636,0x19000410,3,021fff
1757712217.1509745,0x19000410,3,071fff
1757712217.1510563,0x19000410,3,0d1fff
1757712217.1511686,0x19000410,3,021fff
1757712217.1535335,0x19000410,3,101fff
1757712217.154554,0x19000410,3,101fff
1757712217.1546364,0x19000410,3,0d1fff
1757712217.1561594,0x19000410,3,0a1fff
1757712217.15645,0x19000410,3,0a1fff
1757712217.156532,0x19000410,3,021fff
1757712217.1566439,0x19000410,3,071fff
1757712217.1569488,0x19000410,3,101fff
1757712217.2261343,0x18820810,1,12
1757712217.226466,0x19000410,3,121fff
1757712217.349068,0x18820810,5,020a016f09
1757712217.34915,0x18820810,3,070101
1757712217.3493001,0x18820810,8,102045204f464620
1757712217.349413,0x18820810,4,00202000
1757712217.349527,0x18820810,5,0200007a20
1757712217.3496416,0x18820810,5,02010c3b09
1757712217.3497217,0x18820810,3,070101
1757712217.3498373,0x19000410,3,021fff
1757712217.3499794,0x18820810,8,10506d702020302e
1757712217.3500898,0x18820810,4,00302500
1757712217.3502035,0x18820810,5,0200007a20
1757712217.3503194,0x18820810,5,023e0c3b09
1757712217.3504014,0x18820810,3,070101
1757712217.3505595,0x18820810,8,1074202020302e30
1757712217.3506703,0x18820810,4,00f84300
1757712217.3507905,0x18820810,5,0200007a20
1757712217.350903,0x18820810,5,0201163b09
1757712217.3509846,0x18820810,3,070101
1757712217.3510678,0x18820810,2,0d00
1757712217.3512332,0x18820810,8,1020506b20202020
1757712217.3513465,0x18820810,5,0020312000
1757712217.3514295,0x18820810,2,0d01
1757712217.3515613,0x18820810,6,0a00003b0001
1757712217.3516963,0x18820810,6,0a0000000901
1757712217.3518088,0x18820810,5,0200007a20
1757712217.3518887,0x18820810,3,070202
1757712217.3520048,0x18820810,3,101e00
1757712217.3521156,0x19000410,3,101fff
1757712217.3521998,0x19000410,3,071fff
1757712217.3528612,0x19000410,3,101fff
1757712217.3529413,0x19000410,3,021fff
1757712217.3530552,0x19000410,3,071fff
1757712217.353166,0x19000410,3,021fff
1757712217.3555267,0x19000410,3,101fff
1757712217.3562849,0x19000410,3,101fff
1757712217.3563643,0x19000410,3,021fff
1757712217.35648,0x19000410,3,071fff
1757712217.3565602,0x19000410,3,021fff
1757712217.3589501,0x19000410,3,101fff
1757712217.3597093,0x19000410,3,101fff
1757712217.3597908,0x19000410,3,021fff
1757712217.3599012,0x19000410,3,071fff
1757712217.359981,0x19000410,3,0d1fff
1757712217.3600967,0x19000410,3,021fff
